"Name","Source","Rarity","Type","Attunement","Properties","Weight","Value","Text"
"Common Clothes","PHB","none","adventuring gear","","","3 lb.","5 sp",""
"Common Wine (Pitcher)","PHB","none","food and drink","","","","2 sp",""
"Component Pouch","PHB","none","adventuring gear","","","2 lb.","25 gp","A component pouch is a small, watertight leather belt pouch that has compartments to hold all the material components and other special items you need to cast your spells, except for those components that have a specific cost (as indicated in a spell's description)."
"Cook's Utensils","PHB","none","artisan's tools","","","8 lb.","1 gp","Adventuring is a hard life. With a cook along on the journey, your meals will be much better than the typical mix of hardtack and dried fruit. Components. Cook's utensils include a metal pot, knives, forks, a stirring spoon, and a ladle. History. Your knowledge of cooking techniques allows you to assess the social patterns involved in a culture's eating habits. Medicine. When administering treatment, you can transform medicine that is bitter or sour into a pleasing concoction. Survival. When foraging for food, you can make do with ingredients you scavenge that others would be unable to transform into nourishing meals. Prepare Meals. As part of a short rest, you can prepare a tasty meal that helps your companions regain their strength. You and up to five creatures of your choice regain 1 extra hit point per Hit Die spent during a short rest, provided you have access to your cook's utensils and sufficient food.Cook's UtensilsActivityDCCreate a typical meal10Duplicate a meal10Spot poison or impurities in food15Create a gourmet meal15See the Tool Proficiencies entry for more information."
"Copper","PHB","none","trade good","","","1 lb.","5 sp",""
"Copper (cp)","PHB","none","treasure","","","0.32 oz.","1 cp","Common coins come in several different denominations based on the relative worth of the metal from which they are made. The three most common coins are the gold piece (gp), the silver piece (sp), and the copper piece (cp).With one gold piece, a character can buy a belt pouch, 50 feet of good rope, or a goat. A skilled (but not exceptional) artisan can earn one gold piece a day. The gold piece is the standard unit of measure for wealth, even if the coin itself is not commonly used. When merchants discuss deals that involve goods or services worth hundreds or thousands of gold pieces, the transactions don't usually involve the exchange of individual coins. Rather, the gold piece is a standard measure of value, and the actual exchange is in gold bars, letters of credit, or valuable goods.One gold piece is worth ten silver pieces, the most prevalent coin among commoners. A silver piece buys a laborer's work for a day, a flask of lamp oil, or a night's rest in a poor inn.One silver piece is worth ten copper pieces, which are common among laborers and beggars. A single copper piece buys a candle, a torch, or a piece of chalk.In addition, unusual coins made of other precious metals sometimes appear in treasure hoards. The electrum piece (ep) and the platinum piece (pp) originate from fallen empires and lost kingdoms, and they sometimes arouse suspicion and skepticism when used in transactions. An electrum piece is worth five silver pieces, and a platinum piece is worth ten gold pieces.A standard coin weighs about a third of an ounce, so fifty coins weigh a pound."
"Copper Alms-Coin","GGR","none","treasure","","","","1 cp",""
"Copper Zib","GGR","none","treasure","","","","1 cp",""
"Copper chalice with silver filigree","DMG","none","treasure","","","","25 gp",""
"Coral","DMG","none","treasure","","","","100 gp","An opaque crimson gemstone."
"Costume Clothes","PHB","none","adventuring gear","","","4 lb.","5 gp",""
"Cotton Cloth (1 sq. yd.)","PHB","none","trade good","","","","5 sp",""
"Cow","PHB","none","trade good","","","","10 gp",""
"Crampons","IDRotF","none","adventuring gear","","","¼ lb.","2 gp","A crampon is a metal plate with spikes that is strapped to the sole of a boot. A creature wearing crampons can't fall prone while moving across slippery ice."
"Crossbow Bolt","PHB","none","ammunition","","","1.2 oz.","5 cp",""
"Crossbow Bolt Case","PHB","none","adventuring gear","","","1 lb.","1 gp","This wooden case can hold up to twenty crossbow bolts."
"Crossbow Bolts (20)","PHB","none","ammunition","","","1½ lb.","1 gp",""
"Crowbar","PHB","none","adventuring gear","","","5 lb.","2 gp","Using a crowbar grants advantage to Strength checks where the crowbar's leverage can be applied."
"Crystal","PHB","none","spellcasting focus","","","1 lb.","10 gp","An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus."
"Dagger","PHB","none","simple weapon, melee weapon","","1d4, piercing, - finesse, light, thrown (20/60 ft.)","1 lb.","2 gp","Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
"Dart","PHB","none","simple weapon, ranged weapon","","1d4, piercing, - finesse, thrown (20/60 ft.)","¼ lb.","5 cp","Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
"Diamond","DMG","none","treasure","","","","5,000 gp","A transparent blue-white, canary, pink, brown, or blue gemstone."
"Dice Set","PHB","none","gaming set","","","","1 sp","See the Tool Proficiencies entry for more information.Proficiency with a gaming set applies to one type of game, such as Three-Dragon Ante or games of chance that use dice. Components. A gaming set has all the pieces needed to play a specific game or type of game, such as a complete deck of cards or a board and tokens. History. Your mastery of a game includes knowledge of its history, as well as of important events it was connected to or prominent historical figures involved with it. Insight. Playing games with someone is a good way to gain understanding of their personality, granting you a better ability to discern their lies from their truths and read their mood. Sleight of Hand. Sleight of Hand is a useful skill for cheating at a game, as it allows you to swap pieces, palm cards, or alter a die roll. Alternatively, engrossing a target in a game by manipulating the components with dexterous movements is a great distraction for a pickpocketing attempt.Gaming SetActivityDCCatch a player cheating15Gain insight into an opponent's personality15"
"Diplomat's Pack","PHB","none","adventuring gear","","","36 lb.","39 gp","Includes:a chest2 cases for maps and scrollsa set of fine clothesa bottle of inkan ink pena lamp2 flasks of oil5 sheets of papera vial of perfumesealing waxsoap"
"Disguise Kit","PHB","none","tools","","","3 lb.","25 gp","This pouch of cosmetics, hair dye, and small props lets you create disguises that change your physical appearance. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to create a visual disguise.The perfect tool for anyone who wants to engage in trickery, a disguise kit enables its owner to adopt a false identity. Components. A disguise kit includes cosmetics, hair dye, small props, and a few pieces of clothing. Deception. In certain cases, a disguise can improve your ability to weave convincing lies. Intimidation. The right disguise can make you look more fearsome, whether you want to scare someone away by posing as a plague victim or intimidate a gang of thugs by taking the appearance of a bully. Performance. A cunning disguise can enhance an audience's enjoyment of a performance, provided the disguise is properly designed to evoke the desired reaction. Persuasion. Folk tend to trust a person in uniform. If you disguise yourself as an authority figure, your efforts to persuade others are often more effective. Create Disguise. As part of a long rest, you can create a disguise. It takes you 1 minute to don such a disguise once you have created it. You can carry only one such disguise on you at a time without drawing undue attention, unless you have a bag of holding or a similar method to keep them hidden. Each disguise weighs 1 pound.At other times, it takes 10 minutes to craft a disguise that involves moderate changes to your appearance, and 30 minutes for one that requires more extensive changes.Disguise KitActivityDCCover injuries or distinguishing marks10Spot a disguise being used by someone else15Copy a humanoid's appearance20See the Tool Proficiencies entry for more information."
